sample_id,aum
4582,6.893168365955352
9821,6.889465149966154
8762,6.806623441522771
5000,6.805005914514715
8100,6.562497321042147
7837,6.364758023348721
2408,6.2401709632440046
9166,6.2104789040305395
1429,6.145034188303081
9349,6.050685964931141
7379,6.00609299919822
5918,6.005493786118247
4837,6.004585201090032
1890,5.982818518714471
5631,5.876788611845536
4394,5.86832621531053
9127,5.8260215921835465
8970,5.8249459960243914
6160,5.813791938261552
6511,5.797344705733386
3740,5.785018014907837
6005,5.7825270208445465
5704,5.773220155455849
5329,5.768824889443137
8923,5.761454973437569
2545,5.760125864093954
5845,5.724889250235124
6720,5.687150307135148
5426,5.680056071281433
6339,5.6717569091103295
8153,5.66026874889027
5471,5.6438922860405665
5649,5.605820348046043
3847,5.592348278110678
1260,5.585823660411618
9274,5.5843336343765255
1953,5.577804625576193
4915,5.574847633188421
8395,5.555057729374279
8240,5.548860905387185
7043,5.537671579014171
6268,5.535613976825367
3377,5.523654322190718
6127,5.496047476204959
5058,5.495287265018983
5292,5.4897963935678655
3546,5.481703201749108
9360,5.4698971683328805
7495,5.465732574462891
5192,5.457728002288125
8121,5.455891539833763
5861,5.436564007672397
5682,5.399054358222267
7765,5.38648501959714
4311,5.382312978397716
9313,5.378487979282032
8822,5.371547165783968
9616,5.348403583873402
3484,5.34246844811873
9972,5.34234269098802
1139,5.333477939800782
8313,5.3230616569519045
2038,5.319169251485304
9894,5.310147955200889
5535,5.293779860843312
8666,5.29069564559243
6149,5.2829808408563785
6452,5.278895211219788
6472,5.275910913402384
7516,5.262937224995007
4782,5.253163775530728
2455,5.2470782572572885
7773,5.24166352965615
6168,5.229252679781481
5200,5.2198439435525374
4470,5.21593999971043
8906,5.204407171769575
2294,5.201038400693373
3522,5.200858998298645
2433,5.160998226837679
3204,5.146216615763578
7313,5.144187180562453
4984,5.141819342158057
5068,5.134139975634488
6275,5.1106884761290114
5657,5.109826707839966
7322,5.107049555128271
6178,5.096598043225028
5108,5.084915150295604
5046,5.076972728425806
6539,5.071460981802507
9051,5.070681914416227
3711,5.06849722049453
4323,5.064300938357007
9174,5.063970245014538
2543,5.058376278931444
3205,5.050931815125725
4786,5.045296484773809
5009,5.044217124852267
5400,5.042675642533736
7229,5.028580633076754
3778,5.025297221812335
5699,5.0059481328183955
8962,5.004724537242542
6455,5.001142733747309
4567,4.9949123339219526
2179,4.989519239013846
7208,4.965473662723195
8350,4.958724984255704
1044,4.955404294079
8896,4.944100705060092
9303,4.943105402317914
6738,4.933957509561019
9670,4.929971086978912
9410,4.907260424440557
1574,4.906067751754414
4234,4.898420266671614
6129,4.897813324494796
3503,4.8967623927376485
5728,4.874433480609547
4854,4.872228506478396
2705,4.870190489292145
2489,4.869948017597198
8214,4.859139136834578
5404,4.84765344099565
9709,4.846862316131592
8397,4.84561454816298
2222,4.841683622110974
9927,4.820109068263661
5592,4.817795385013927
5285,4.817508175156333
8715,4.816716300357472
9873,4.807299408045682
7552,4.802687434716658
5076,4.801529747789556
2868,4.800199016657743
9726,4.8001343271949075
5094,4.7967803825031625
7933,4.792116061123934
6608,4.785707730596716
9912,4.782737330956892
5127,4.781225933811881
7301,4.778171047297391
4187,4.775510068373246
3797,4.770603461699053
7202,4.768756262822585
5750,4.766554734381763
4760,4.758615972779014
1547,4.748321248455481
7820,4.741415805166418
9667,4.7411138707941225
1412,4.737607810714028
3299,4.736329646544023
3078,4.733926495638761
5494,4.7218230095776645
6371,4.718220741098578
8833,4.716221345554699
3346,4.70524919683283
6135,4.69949357509613
6040,4.692703658884222
4463,4.687949022379788
1294,4.675714635307139
1586,4.675593579899181
5756,4.673875317790292
2003,4.673580500754443
7771,4.668888341296803
1883,4.663585311445323
2171,4.656492985378613
6076,4.6553315162658695
8890,4.645031913844022
4601,4.644087893854488
6811,4.643220794200897
7417,4.640339942411943
3712,4.63986968127164
9077,4.639179290424694
1154,4.639109142801979
6650,4.636395834792744
6896,4.633806801926006
9355,4.614231820539994
2946,4.613769314505837
2583,4.612901862101121
9408,4.609767891060223
1646,4.600650708241896
6338,4.599508198824796
3391,4.59165536923842
6143,4.586150518330661
7621,4.57484214739366
6543,4.567721644314853
4169,4.565579509735107
6740,4.560791930285367
9472,4.558364297585054
7660,4.555336116660725
8318,4.554479709538547
1358,4.551626136086204
9371,4.548356650092385
6743,4.545697930726138
3683,4.53915284763683
7712,4.535474720868197
5507,4.528006057305769
8103,4.519710688157515
3512,4.51621383970434
9570,4.512227489731528
8130,4.509000249342485
5850,4.502585579048503
3471,4.50008604743264
9735,4.495821824940768
8603,4.492818196253343
2827,4.491472368890589
5502,4.486464636976069
7560,4.477342916618694
7393,4.474507962573658
9064,4.473204879327254
3435,4.470785071633079
8031,4.468687586350875
2277,4.466113333268599
8585,4.4649024833332405
6265,4.464445569298484
6609,4.456450776620344
4010,4.447825691916726
2256,4.447797224738381
1905,4.445054627277634
3219,4.444873768633062
6480,4.444542759115046
7979,4.444141385772012
3054,4.444007401032882
7338,4.443460022319447
1442,4.443205577406016
5008,4.441374993324279
2004,4.436403918266296
2209,4.434547861055894
6934,4.426197741248391
3591,4.425533771514893
8134,4.423816243084994
2322,4.422994087501006
7124,4.418307534131137
4839,4.414550575343045
8967,4.411120456998998
5774,4.409244431148876
8949,4.408792989904231
9419,4.40766560272737
4598,4.403646655516191
7748,4.397444746711037
7513,4.393056394837119
3473,4.39298448562622
7383,4.3918881806460295
7055,4.390111804008484
6049,4.385328257083893
2777,4.379205362363295
6706,4.378932491215792
7429,4.372878616506403
4770,4.371034572341225
7303,4.369571943716569
2213,4.369132254340432
7291,4.361326266960664
9425,4.357847785949707
5370,4.356417861851779
5402,4.356045970049771
3027,4.354530834067951
2504,4.34376919594678
5895,4.341451525688171
4886,4.336015478589318
3588,4.332978600805456
7504,4.330316387523304
7615,4.330188439109109
8089,4.3267607233741066
6790,4.322640837322582
2935,4.322098042748191
9910,4.321666327389804
9868,4.317714099450545
1776,4.314434461295605
3306,4.313427922942422
6671,4.307811977646567
7614,4.305381176688455
6285,4.301112053611062
9527,4.2956904931501905
